texto,label
Ese anito representa suerte en su cultura.,0
Van al médico para curar su lesión.,0
Su conducta lo hizo reputar como irresponsable.,0
El pequeñuelo corría entre las flores.,0
Llevaba un vestido holosérico de gran elegancia.,0
Las torres deben equidistar del centro de la plaza.,0
Visitaron una antigua lombardería italiana.,0
La caja tenía una cinta listonada roja.,0
El silletero preparó su cargamento floral.,0
Ajustó la mancera del arado.,0
Encontró una pepa dentro del fruto.,0
El mural tenía un estilo figurativo.,0
La rotativa imprimía miles de ejemplares por hora.,0
La capitana lideraba con firmeza.,0
Cruzaron un terreno medañoso.,0
El almocatí servía de cobija en invierno.,0
La causa ya está en manos judiciales.,0
Detectaron un nódulo en la exploración.,0
Tomó un té dormitivo antes de acostarse.,0
El jerricote es una fruta poco común.,0
El capo controlaba todo desde la sombra.,0
Este ejercicio relaja la espalda.,0
Estudia la tipología de las viviendas rurales.,0
El diseño es harmonizable con varios estilos.,0
Esa receta es barcelonesa en origen.,0
El orfebre sabía orificar metales preciosos.,0
Una tromba sorprendió a los pescadores.,0
El aselador vigilaba desde la colina.,0
Su actitud es un poco impediente.,0
Visten trajes típicos en la fiesta canariera.,0
La atropina fue administrada de inmediato.,0
La bija se usa como colorante natural.,0
Prefiere el sistema analógico al digital.,0
Read carefully before answering.,0
Le encanta polemizar en cada reunión.,0
Eligió la vida de la clericatura.,0
Tenía una expresión tísica por la enfermedad.,0
El nuevo camino ensancha la carretera vieja.,0
Try to focus on the main objective.,0
Colgó un espejo sobrepuerta para decorar.,0
La troposfera contiene la mayor parte del aire.,0
La empresa CepRen lanzó un nuevo servicio.,0
El pan estaba asocarronado por abajo.,0
Dio su máximo esfuerzo en la competencia.,0
El cuerpo fue hallado enfosado en el muro.,0
Cadañego era un vocablo desconocido para muchos.,0
El hueso navicular es pequeño pero importante.,0
Hizo mutis y no dijo palabra.,0
Compartió el mensaje con un retweet.,0
La varice le dolía al caminar.,0
El vapor comenzó a evolar del recipiente.,0
La flor rosácea floreció en primavera.,0
Hay que temperar el metal antes de moldearlo.,0
El olor sulfuroso era insoportable.,0
Le aplicaron una sustancia anestésica.,0
El ayocote crece en zonas cálidas.,0
Cruzaron el arroyo por el cuérrago.,0
La tabaiba crece en suelos volcánicos.,0
El ácido tartárico se usa en repostería.,0
Recibió varios regalos inesperados.,0
La agencia NSA guarda información clasificada.,0
La sarna se contagia con facilidad.,0
El patinillo estaba lleno de plantas.,0
La fecha es conmemorable por su importancia histórica.,0
Expresó su fastidio con un suspiro.,0
El runo estaba tallado en piedra.,0
El martillado del herrero era constante.,0
El anacardino produce un fruto comestible.,0
El niño recogía cáscaras de cascarela.,0
Contestó con mesura y paciencia.,0
La señal botionda indicaba el final del camino.,0
Planearon una escapada de fin de semana.,0
Tenía una actitud bizantina ante el debate.,0
El trabajo era abrumador y sin descanso.,0
Su punto de vista era bastante heterodoxo.,0
Recibió un rodillazo durante el partido.,0
La depuradora trata las aguas residuales.,0
El sacerdote comenzó a misar a las 10.,0
Apiló los troncos en la leñera.,0
Consultaron a un legista para el contrato.,0
El escándalo se hizo viral en redes.,0
Cargaron una carrada de leña.,0
Viajaron por el paso varganal.,0
¿Quiénes asistirán a la reunión?,0
El indevoto no mostraba respeto por el ritual.,0
El cobreño era utilizado como pigmento.,0
El molinosismo tuvo gran influencia social.,0
El tono de su voz era atono.,0
La fruta tenía forma oblonga.,0
Superó sus miedos con terapia.,0
Instalaron un contramarco de seguridad en la puerta.,0
El manoseo de las piezas de arte estaba prohibido.,0
La Satandera es una festividad poco conocida.,0
La manifestadora pidió justicia con pancartas.,0
La virule causó una infección severa en la planta.,0
El gladiolo florece a fines del verano.,0
El código “saeqypdfly” parecía aleatorio.,0
Obtuvo una beca Fulbright para estudiar en el extranjero.,0
El dactilógrafo terminaba los informes con rapidez.,0
El aire era apenas respirable en esa zona.,0
Compró un fez rojo como recuerdo del viaje.,0
El enteo de las raíces dificultó la cosecha.,0
La sustancia tenía una apariencia hialina.,0
El recurso natural es limitado y agotable.,0
Escarpió la roca para colocar la cuerda.,0
El animal cuadrúpedo avanzaba entre los árboles.,0
El detraimiento de recursos afecta al país.,0
ISA es una organización internacional de normas.,0
La herida empezó a piojorar al tercer día.,0
Visitamos una quesería artesanal en Asturias.,0
El horquetero sostenía las ramas con firmeza.,0
La conglomeración de gente impedía el paso.,0
Los niños jugaban en la rodadera del parque.,0
El sarpullido tenía aspecto miliar.,0
El usillo ajustaba la prensa de vino.,0
No quiso primearse en la lista de invitados.,0
El mugidor se escuchaba desde el establo.,0
El reservista fue llamado al servicio activo.,0
Colgaron un tapiz antiguo en el salón.,0
La matación de animales está regulada por ley.,0
El aguacil anunció la orden judicial.,0
El jugó sin parar toda la tarde.,0
El psiquiatra diagnosticó un trastorno de ansiedad.,0
El collar le dejó un aspecto cuellidegollado.,0
Comieron un sabroso churrasco con papas.,0
El evangeliario contenía antiguos pasajes bíblicos.,0
El televisor tiene pantalla OLED de alta calidad.,0
La sequiza afectó los cultivos gravemente.,0
El aire pestilencioso salía del vertedero.,0
La fruta era jugosa y pulposa.,0
El remecedor hizo temblar toda la estructura.,0
El cascalbo crujía bajo sus pies.,0
El toro comenzó a tarrascar con fuerza.,0
Decidieron ensanchar la calle principal.,0
La aconsejadora siempre ofrecía palabras sabias.,0
Durante el trascurso del día todo cambió.,0
@lanastwittah compartió una noticia viral.,0
El bolchaco era típico de los pueblos andinos.,0
Escribió un poema en verso decasílabo.,0
La flor efímera se marchitó en un día.,0
La fiesta tiene origen secular.,0
No puedes permitir ese tipo de comportamiento.,0
El calumbo es una planta medicinal.,0
El alcoholismo destruyó su vida familiar.,0
El crucero partió al amanecer.,0
Caminaba tuertamente por la herida en el pie.,0
El bonetón protegía del sol.,0
La introspección la llevó a cambiar su vida.,0
El libeldo causó gran polémica.,0
El corindón se utiliza como abrasivo.,0
Vivía lujosamente en una mansión en la costa.,0
Se pirraba por el chocolate artesanal.,0
El fámulo servía en silencio a su amo.,0
El conqueridor no halló resistencia en la aldea.,0
La estimuladora ayudaba con terapias diarias.,0
Usaba la app Runtastic para registrar sus carreras.,0
El piso estaba cubierto con terrazuelejo antiguo.,0
El mandadero entregó el mensaje a tiempo.,0
Mandaron a enguijarrar el camino del jardín.,0
La herramienta estaba herrumbrosa por el abandono.,0
"Era novato, pero aprendía rápido.",0
Practicaban buceo en las aguas profundas.,0
Salió a pregonar la llegada del circo.,0
La desembocadura del río es amplia y serena.,0
Pintaron la madera con bitume oscuro.,0
Hizo una gran inversión en tecnología.,0
El bufón entretenía a la corte con bromas.,0
El polvo era fácilmente polvorizable.,0
El escultor trabajó sobre una sagoma de arcilla.,0
Olmedo es un pueblo con rica historia.,0
Lía los paquetes con cuidado.,0
El estafetero entregó la carta oficial.,0
El guardagujas cambió la vía del tren.,0
El erizo se escondía entre las hojas.,0
Usaron un arpeo para subir la carga.,0
El terreno era cienoso y resbaloso.,0
Caminaba adolorida tras la caída.,0
El río Ro cruza toda la región.,0
El cuervo comenzó a cacarañar al atardecer.,0
El compulso de documentos fue verificado.,0
Pasearon por la gándara en primavera.,0
"Vivía como un verdadero príncipe, con aire principesco.",0
La reacción fue desmesurada al comentario.,0
La tierra era vasta y fértil.,0
Acuea era una palabra extraña para todos.,0
La teoría de la panspermia sugiere vida exterior.,0
El proceso catabólico libera energía.,0
El código “ncqtjmqupo” era difícil de descifrar.,0
El provincialato dirigía la comunidad local.,0
No quiso apesgarse a las viejas costumbres.,0
El castillo de Rozavillon es un lugar lleno de historia.,0
La bufeta estaba decorada con muebles antiguos.,0
"En el campo, vimos una sargantana tomando el sol.",0
El deslavamiento de la pintura ocurrió por la lluvia.,0
El confitero preparó dulces para la fiesta del pueblo.,0
El reloj electrónico marcaba la hora exacta.,0
No debes doctrinar a otros sin conocer sus ideas.,0
Su actitud altanera molestaba a sus compañeros.,0
"Buendía, espero que tengas un día maravilloso.",0
Los jóvenes suelen noctambular los fines de semana.,0
La basura acumulada era considerada escoria por todos.,0
El encalabrinamiento del insecto duró varios minutos.,0
Fue una berrenda sorpresa para todos los invitados.,0
El caballo lusitano es muy apreciado por su elegancia.,0
El discurso fascista generó mucha controversia.,0
Encontraron una esponja marina muy rara en la playa.,0
El colgamiento de la lámpara fue perfecto para la sala.,0
El encelamiento entre ellos terminó en reconciliación.,0
Intentó delinterar la conversación con una broma.,0
La familia borbónica celebró su aniversario histórico.,0
Es ilegal acosar a alguien en el trabajo.,0
El ostión fresco es delicioso en la costa.,0
El hombre jorobado caminaba lentamente por el parque.,0
El perieco es un tipo de pez muy común en el río.,0
El esquema esquemático ayudó a entender el proceso.,0
La oportunidad fue desaprovechada por falta de interés.,0
Su quilificación en el concurso fue impecable.,0
La niña remellona se escondió detrás de su madre.,0
La actriz fue muy súperba en su actuación.,0
La decisión fue tomada con cierto disfavor general.,0
El escorbuto es una enfermedad causada por falta de vitamina C.,0
La planta tomentosa tiene hojas cubiertas de pelillos.,0
El grupo llamado El Cartel de la Mega es conocido en la región.,0
El calvete perdió todo su cabello a una edad temprana.,0
Su discurso fue muy erístico y poco constructivo.,0
La casa tenía una lumbrada que iluminaba todo el salón.,0
"En la fiesta, todo fue una verdadera jauja de alegría.",0
Ella logra sus objetivos con esfuerzo y dedicación.,0
El postre estaba deliciosamente preparado para todos.,0
La chaqueta tenía una cremallera resistente.,0
El código PDC se utilizó para el proyecto de software.,0
La sopa llevaba mucho cebollana para darle sabor.,0
El apellido Sanz es muy común en España.,0
La abuela es muy bondadosa con los niños del barrio.,0
El diseñador Valentino presentó su nueva colección.,0
Los fratas se usan para medir líquidos con precisión.,0
La modernidad ha cambiado muchos aspectos de la vida.,0
Usó una lavativa para aliviar su malestar estomacal.,0
El paquete llegó con un remitente desconocido.,0
Guardó las cartas en un pequeño cajetín de madera.,0
La flor amancay es típica de la región andina.,0
La tormenta fue atrozmente violenta y rápida.,0
El apellido Avellanedo tiene raíces históricas.,0
El político era un verdadero confusionista en debates.,0
Debes ajear el material antes de usarlo.,0
La brújida giró varias veces antes de detenerse.,0
Tiene una condición hidrófila que requiere tratamiento.,0
Los pacientes con hipomanes necesitan atención especial.,0
El disco hernioso provocó un dolor hernioso intenso.,0
"Además, también debes considerar otros factores.",0
El equipo de Racing ganó el campeonato el año pasado.,0
El comisionario supervisa las operaciones del mercado.,0
El vidrio estaba resquebrajadizo tras el golpe.,0
La suciedad acumulada requería limpieza profunda.,0
El sonido de la bramona era fuerte en la montaña.,0
El equinococo es un parásito peligroso para la salud.,0
El evento fue el decimoséptimo del año.,0
El caballo cabalino trotaba por el campo.,0
La ventana estaba abierta y la ventada dejó entrar el viento.,0
Es importante nembrar todos los documentos oficiales.,0
Shawn es un nombre común en países anglófonos.,0
La fiesta estuvo espléndidamente organizada.,0
La carne estaba un poco cerdosa y no apta para consumo.,0
No debes dificultar el trabajo del equipo.,0
Tenía los ojos ojienjuta por el cansancio.,0
El perro es un animal avenedizo y amigable.,0
Francia es famosa por su gastronomía y cultura.,0
El polverío levantado por el viento cubrió el camino.,0
Es necesario purgar el sistema para eliminar toxinas.,0
Le gusta el helado de vainilla con chocolate.,0
¿Puedes recomendarme un buen libro para leer?,0
El jilguero es un pájaro con canto melodioso.,0
El achicador retiró el agua acumulada del sótano.,0
Trabajaron colectivamente para lograr la meta.,0
El cristal era tan diáfano que parecía invisible.,0
El aparato AIR controla la calidad del aire interior.,0
El anemómetro mide la velocidad del viento.,0
Entregó el pliego con todas las especificaciones.,0
El estorcimiento causó molestias al paciente.,0
El entriégo del documento fue en tiempo y forma.,0
La planta produce mucho mucílago para protegerse.,0
El cornizo es típico en la arquitectura colonial.,0
El material estaba emidido para evitar deformaciones.,0
El resplandor del sol cegaba a los transeúntes.,0
La balconería del edificio es de estilo barroco.,0
Editó la foto usando Photoshop para mejorarla.,0
La tejavana protegía la entrada de la casa.,0
Preparó una tortita dulce para el desayuno.,0
El apellido Vilagómez es común en esta región.,0
Le pusieron una enyesadura para inmovilizar la pierna.,0
El dermatoesqueloto es una condición rara en dermatología.,0
Los animales comenzaron a pasturar al amanecer.,0
La feria tiene lugar en el mes marzante de cada año.,0
En la zona hay un caízal donde crecen arbustos bajos.,0
El costalero cargaba los sacos con gran esfuerzo.,0
El caribú migró hacia el norte durante el invierno.,0
El juez es un condenador severo en casos de corrupción.,0
El profesor va a impartir clases de matemáticas.,0
No debes borrachear si tienes que conducir después.,0
Los perros comenzaron a enzurronar al gato del vecino.,0
La región de Silesia tiene una rica historia industrial.,0
Ella es muy acomplexionada respecto a su aspecto.,0
El acusado fue declarado ajuiciado tras el juicio.,0
Evitaron el trampal que bloqueaba el camino.,0
"Por favor, pásame el libro que está en la mesa.",0
El sobradillo es un árbol típico de esta región.,0
Tuvimos una buena conversación sobre política.,0
Decidieron descatolizar la enseñanza en la escuela.,0
Los tardígrados son animales tardígrada muy resistentes.,0
Visitamos varios sitios turísticos durante el viaje.,0
Hizo un respigo rápido de las semillas en el campo.,0
El fusionista combina estilos musicales modernos.,0
El día estuvo nublado y diásporo de lluvia constante.,0
La máquina desmembradora facilita el reciclaje de papel.,0
El salvavidas acudió rápido para ayudar al nadador.,0
La luz encandilada del faro guiaba a los barcos.,0
El retablero de la iglesia está muy bien conservado.,0
La lluvia pluvial afectó la cosecha de este año.,0
La artesana es una hábil hacedora de cerámica.,0
Plantó una petunia en el jardín delantero.,0
"Le dolió el dedo, se hizo un pequeño dedéo.",0
La historicidad del evento está bien documentada.,0
El bagajero ayudó a cargar las maletas en el tren.,0
La crisis económica empezó a empobrecer a la población.,0
Tiene un genio muy fuerte pero es buen amigo.,0
La telefonía móvil ha avanzado mucho en los últimos años.,0
El dahir fue promulgado por el rey en el siglo XVIII.,0
La noticia fue recibida negativamente por el público.,0
La albañilería está trabajando en la construcción.,0
La comprofesora explicó el tema con mucha claridad.,0
"Es una persona afabilísima, siempre amable con todos.",0
Actuaron preventivamente para evitar contagios.,0
El código OREBCE se utiliza en telecomunicaciones.,0
La mamacona cuida muy bien de sus hijos.,0
Pueden surgir problemas si no se planifica bien.,0
El apellido Ochoa es muy común en algunas regiones.,0
La pizza neapolitana es famosa en todo el mundo.,0
Usó un lenguaje malsonante en la discusión.,0
En el pueblo se despiden diciendo agur.,0
Guardó los documentos en un maletín negro.,0
El arbusto agracejo florece en primavera.,0
La cantante peruana ganó el concurso internacional.,0
La contraorden fue comunicada a todos los soldados.,0
La alquimia es una ciencia transmutatoria antigua.,0
Está habilitado para conducir vehículos pesados.,0
Es necesario compactar la tierra antes de sembrar.,0
El cultivo de cogollero es común en esta zona.,0
El abuelo es el patriarca de la familia.,0
"Ese término no es claro, ¿qué significa tii?",0
La turista extranjera visitó varios países europeos.,0
"Es una persona muy holgona, no le gusta trabajar.",0
La marca Corval es conocida por sus electrodomésticos.,0
La reunión fue presencial y muy productiva.,0
El barrio de Petare es uno de los más grandes de Caracas.,0
La contractibilidad muscular es esencial para el movimiento.,0
Decidieron arrendar la casa durante las vacaciones.,0
La última versión del software incluye mejoras.,0
El domingo fue un día de descanso para el dominguejo.,0
La amasadora facilitó la preparación del pan.,0
Los héroes de la guerra recibieron medallas.,0
Su mente cerebrina siempre encuentra soluciones.,0
Es difícil aferrojar un tornillo oxidado.,0
Ofrecieron servicios gratuitos para la comunidad.,0
La criminalidad ha aumentado en la ciudad.,0
La aquistadora es responsable de las compras del departamento.,0
El término leero no está en el diccionario.,0
El bostezador intentaba no dormir en la reunión.,0
La cantante tiene una voz brabanzona y potente.,0
Recuerda colgar el cuadro en la pared.,0
El marrajo es un tipo de tiburón pequeño.,0
La tabaquera guardaba cigarrillos y tabaco.,0
La ciudad de Meca es un lugar sagrado para los musulmanes.,0
La planta berberisca tiene espinas muy afiladas.,0
El fuerte apretón de manos selló el acuerdo.,0
Actuó mesuradamente en la discusión para evitar conflictos.,0
"El cantante interpretó el tema dos veces, un bis.",0
La cláusula es revocable bajo ciertas condiciones.,0
El camarista presidió la sesión del tribunal.,0
Anoche hubo una fiesta llamada nochess en la plaza.,0
La desmotadera facilita la cosecha de algodón.,0
La pieza tiene una tesitura muy amplia para el cantante.,0
El tizón ardió lentamente en la chimenea.,0
El litigante presentó nuevas pruebas en el juicio.,0
La planta comenzó a despimpollar con la llegada del otoño.,0
Es importante calafatear las ventanas antes del invierno.,0
Había una luz que brillaba oscuramente en el bosque.,0
Los recursos naturales comienzan a menguar en la región.,0
El mapa topográfico muestra las montañas y ríos.,0
"En la historia, el término berlingar se usaba para…",0
El amigo Mingo llegó tarde a la reunión.,0
El acetaldehído es un compuesto químico intermedio.,0
La equipolencia de dos vectores indica que tienen igual magnitud y dirección.,0
El ayeaye es un animal nocturno muy peculiar de Madagascar.,0
El llorón no pudo contener sus lágrimas en la película.,0
"Después de correr, jadeaba con un fuerte resuello.",0
Su comentario final fue un perfecto epífonema.,0
El prado estaba lleno de hierba herbosa y fresca.,0
Mi marido me sorprendió con una cena especial.,0
Su biznieta nació el mes pasado y es adorable.,0
"A veces, el miedo actúa en el subconsciente sin que nos demos cuenta.",0
Ten cuidado de no espachurrar las flores al pasar.,0
Al emprima del proyecto falta pulir algunos detalles.,0
Caminamos por el romeral y disfrutamos del paisaje.,0
Debes contrasellar el documento para que tenga validez.,0
La encaminadura del río cambió tras la tormenta.,0
"El error fue cometido incidentemente, sin intención.",0
La masa tenía una textura glutinosa y pegajosa.,0
Él es un buen sustentador de las ideas del grupo.,0
La vagabunda buscaba refugio bajo el puente.,0
"Esa comida estaba ascosa, no pude terminarla.",0
El payaso era una bufona que hacía reír a todos.,0
"Segundamente, debemos revisar el plan antes de avanzar.",0
El lunfardo es un dialecto muy usado en Buenos Aires.,0
La farfallona presume de sus logros exageradamente.,0
La hornaza se horneó lentamente y quedó deliciosa.,0
El paciente tenía una úlcera ulcerosa bastante grave.,0
El cambrayón es un insecto que se encuentra en bosques.,0
"Quería provocar una reacción, pero no esperaba eso.",0
Vamos a configurar el sistema para que funcione mejor.,0
El perro es muy obedeciente con su dueño.,0
El garrotín es un tipo de música tradicional española.,0
Los muebles de mimbre son ligeros y resistentes.,0
Los els fueron fundamentales en el desarrollo del proyecto.,0
La garrubia es un arbusto común en áreas secas.,0
Es necesario fraccionar el terreno para construir casas.,0
Las lechecillas son pequeñas y nutritivas.,0
La pradería estaba cubierta de flores silvestres.,0
La acechadora esperó el momento perfecto para actuar.,0
El viento hizo que el árbol se descogollara por completo.,0
Usaron un oleómetro para medir la calidad del aceite.,0
Caminamos despejadamente bajo el cielo azul.,0
La joya tiene un brillo esmeraldina muy particular.,0
Es un obligacionista que siempre cumple sus deberes.,0
Quieren agigantar el impacto de la campaña publicitaria.,0
El pueblo de Ansotano es conocido por su arquitectura.,0
La tempanilla protege los ojos del sol en algunas aves.,0
La planta tiene un sabor chicoriáceo amargo.,0
El evento fue popular entre jóvenes y adultos.,0
Hay un faltante importante en el inventario.,0
El tractocarril transporta mercancías pesadas.,0
El proyecto resultó ser muy costoso para la empresa.,0
La zona es conocida por su producción de roñica.,0
El vino tiene un sabor tánico intenso y agradable.,0
El tricahue es un pez típico de la costa chilena.,0
El clima hoy es muy agradable para pasear.,0
Esta es la decisión definitiva del comité.,0
La información es aún cuestionable y requiere revisión.,0
El espacio disponible es exiguo para tantas personas.,0
La treilla se usó para sujetar las plantas al crecer.,0
El hombre donairoso ayudó a muchas personas necesitadas.,0
La zona estaba cubierta de maleza y herbajar denso.,0
Vamos a reensayar la obra antes del estreno.,0
El ruido del din me impedía concentrarme.,0
La opilación es un síntoma común de algunas enfermedades.,0
La cocedra se mueve lentamente entre las hojas.,0
Sintió un fuerte retorcijón en el estómago después de comer.,0
El niño empezó a parpadear rápidamente por el cansancio.,0
El barco llegó al anchor para descansar en el puerto.,0
¡Lovamosaarreglar todo pronto! (Expresión coloquial),0
La Arcadia es un lugar ideal para la tranquilidad.,0
El medicamento tiene un efecto ergotizante en el cuerpo.,0
"El festival será en otubre, mes de otoño.",0
La tiesura del tejido es notable en esta tela fina.,0
El muleolo es un pequeño molusco marino.,0
Julieta es un nombre clásico en la literatura.,0
El calor hizo que comenzara a desacalorarse rápidamente.,0
La gallera es un lugar para peleas de gallos.,0
El método resultó ineficaz para resolver el problema.,0
La ingestión de tóxicos puede intoxicar gravemente.,0
El danzarín se movía con mucha gracia en el escenario.,0
Su habilidad para pintar es realmente impresionante.,0
Respondió secamente sin dar más explicaciones.,0
Decidió deshacer la maleta antes de salir.,0
La empresa está en fálida y busca reestructurarse.,0
La habitación estaba atufada por el humo del cigarro.,0
El fenómeno del kpop ha ganado popularidad mundial.,0
El vibrión es un tipo de bacteria móvil.,0
La profetisa predijo eventos importantes para el año.,0
El joven obispillo ascendió rápido en la iglesia.,0
Habló metafóricamente para explicar la situación.,0
El cuche es un animal típico de la región andina.,0
Luceromexico es una empresa de diseño gráfico.,0
El rapero lanzó un nuevo álbum esta semana.,0
Ella es la representadora oficial del grupo estudiantil.,0
El arrepiso de la casa necesita reparación urgente.,0
La situación es fluctuante y puede cambiar rápido.,0
"El animal tiene un paso solípedo, solo una pata.",0
Te enojas fácilmente cuando te contradicen.,0
Dio una fuerte empenta para pasar entre la multitud.,0
De todos los juegos este es el mejor,0
El aguijador del escorpión es venenoso.,0
El poema tiene una estructura muy estrófica interesante.,0
Subí la montaña para disfrutar de la vista.,0
El trabajador cesante busca nuevas oportunidades.,0
El mapa hidrográfico muestra los ríos y lagos de la región.,0
La coexistencia pacífica entre culturas es posible.,0
Compré una fructera para poner las frutas en la cocina.,0
La situación era muy vergonzosa para todos.,0
Di un pequeño tropiezo y casi caigo.,0
"Hoy es un día lluvioso, mejor quedarse en casa.",0
El pacay es un fruto típico de algunas regiones.,0
La casa estaba en la lasaña del pueblo (una expresión local).,0
El músico tocó la guitarra con mucha habilidad.,0
Usaron una agujetera para reparar la tela rasgada.,0
"Tras la derrota, hubo mucha abatidura en el equipo.",0
El sabar es un ritual ancestral en algunas culturas.,0
El alquicer es un término antiguo para el alquimista.,0
La indicación fue clara: no entrar sin permiso.,0
La fusión de las dos compañías fue un éxito total.,0
El árbol empezó a frutecer después de muchos años.,0
El sistema operativo OSX es muy popular en Apple.,0
Somos inseparables desde la infancia.,0
"Es un gran beberrón, siempre con un vaso en la mano.",0
El cambio instaurativo trajo nuevas leyes y reformas.,0
Ella es muy recatada y tímida en las reuniones.,0
Vamos a bailar en la fiesta esta noche.,0
La figura histórica Hitler dejó una huella trágica.,0
Bebimos un vino de la Averna muy especial.,0
La flor negrofila es rara y muy apreciada.,0
La orzaya cubrió el campo al amanecer.,0
La máquina saboreadora mejoró el proceso de producción.,0
El admin del sistema solucionó el problema rápido.,0
Te mando saludos desde la ciudad.,0
La radiación protónica es parte de algunos estudios físicos.,0
Actuó determinadamente para lograr sus objetivos.,0
El término aneota no es común en el diccionario.,0
El astillero fabrica y repara barcos.,0
La venustidad de la obra fue elogiada por todos.,0
Empezó a llantear cuando perdió el juego.,0
"Las capas son concéntricas, formando círculos perfectos.",0
La cultura afro tiene una gran influencia en la música.,0
La acechadera del animal fue muy sigilosa.,0
El coipo es un roedor semiacuático de Chile.,0
"El verbo está en forma incoativa, indicando inicio de acción.",0
La anchoveta es un pez muy común en la pesca peruana.,0
La pelota comenzó a rebotar en la pared.,0
El escribimiento del libro tomó varios meses.,0
Las descargas de archivos fueron muy rápidas hoy.,0
Es originario del puerto anconitano en Perú.,0
El usuario se llama mii en la plataforma.,0
La banda del gang fue arrestada por la policía.,0
Es hora de cardar la lana para hacer hilo.,0
La extradición del criminal se llevó a cabo ayer.,0
El tapir es un animal que habita en zonas tropicales.,0
El arte muzárabe combina influencias cristianas y musulmanas.,0
El juez fue un desfacedor de injusticias.,0
"En inglés, fingered significa “señalado con el dedo”.",0
La maleficencia causa daño intencional a otros.,0
La planta artocarpacea produce frutos grandes y sabrosos.,0
El mineralogista estudia los minerales y sus propiedades.,0
El escribano firmó el documento oficial.,0
La sulfatadora se usa para proteger cultivos agrícolas.,0
La palabra estaba subrayada en el texto.,0
El cinturón tiene un cintajo muy decorativo.,0
El espartero vende productos hechos de esparto.,0
Las puertas estaban abiertas para los visitantes.,0
La plantada del árbol fue ayer por la tarde.,0
La difusión de la noticia fue rápida.,0
Ese comportamiento es muy malo para la convivencia.,0
Fueron necesarios esfuerzos hercúleos para lograrlo.,0
La carpintería hizo muebles a medida para la casa.,0
El acaparador acumulaba bienes sin compartir.,0
Está aborrecido de la rutina diaria.,0
El barco comenzó a varar cerca de la costa.,0
Hoy bailamos con Diana Sánchez en la fiesta.,0
Quiero hablarle sobre un asunto importante.,0
No debes temorizar ante los desafíos.,0
La tienda vende mucha quincalla barata.,0
El estudio embriológico mostró el desarrollo fetal.,0
No debes alcahuetear comportamientos indebidos.,1
El documento está acabado y listo para enviar.,0
La crencha del árbol está llena de hojas nuevas.,0
La ley supresora fue aprobada por el parlamento.,0
El insecto períptero tiene alas a los lados del cuerpo.,0
El cortinón bloquea la luz del sol en la habitación.,0
El canguil es una botana popular en el cine.,0
La candencia de la melodía es muy suave.,0
"El texto es un poco heteroclito, con ideas variadas.",0
Decidieron litigar para resolver el conflicto legal.,0
El coacusado también fue declarado culpable.,0
Necesito aplanchar la camisa antes de la reunión.,0
La época del esclavismo dejó profundas huellas históricas.,0
El oso joven es un osezno muy juguetón.,0
El lugar estaba lleno de burdallo y suciedad.,0
La ardilla corre rápidamente por los árboles.,0
Usaron una alzadera para levantar la puerta vieja.,0
El genocidio fue un terrible exterminio de poblaciones.,0
La solución alterativa no fue aceptada por todos.,0
La cima de la montaña parecía inalcanzable.,0
La conquesta del territorio fue lenta pero segura.,0
El humor informal puede ser muy efectivo para aliviar tensiones.,0
Hay una gran cantidad de datos por analizar.,0
"Esa chica es muy bonica, todos la admiran.",0
Guardamos una reserva de agua para emergencias.,0
Actuó enérgicamente para resolver la crisis.,0
La litación del terreno fue aprobada por el municipio.,0
La gallina es una buena picotera en el campo.,0
La enfeudación de esas tierras ocurrió en la Edad Media.,0
Se mostró ganosa por conocer más sobre el tema.,0
"Respondió candorosamente, sin malicia.",0
La canción llegó al número uno en Billboard.,0
Marion es una ciudad con historia interesante.,0
Los expertos en redes solucionaron el problema técnico.,0
El hilete sujeta bien la suela al zapato.,0
Usaron rosmarina como hierba aromática en la receta.,0
El proverbiador recitaba refranes con sabiduría.,0
Se mostró escéptica ante las promesas del político.,0
"El clima era calinoso, húmedo y sofocante.",0
Compramos un paquete en la cigarrería.,0
El talento de ese niño quedó inaprovechado.,0
"No me vengas a ahuevar, que estoy ocupado.",0
Transformaron el plomo alquímicamente en oro (o eso decían).,0
El león es un gran depredador natural.,0
La puerta fue descerrajada a la fuerza.,0
La teridófita es una planta sin flores ni semillas.,0
El autismo requiere atención especializada y comprensión.,0
Hubo una fuerte acusación en su contra.,0
"Llegó en una hora intempesta, sin avisar.",0
"Esa explicación es superflua, ya lo sabíamos.",0
La destruición del edificio fue total.,0
Su carácter es fuerte e invencible.,0
Está en proceso recobrante tras la cirugía.,0
La indefensión del acusado era evidente.,0
Usaron brea para creosotar la madera.,0
El insecto acidalio tiene alas brillantes.,0
El cerdamen reunió a los mejores criadores.,0
"El ambiente era anaerobio, sin oxígeno.",0
El daño al vehículo fue considerable.,0
Visitamos la antigua Acrópolis de Atenas.,0
La rama semasiológica estudia el significado de las palabras.,0
Buscamos una nueva locación para la filmación.,0
El dotamiento de recursos fue insuficiente.,0
La acimboga es una planta de zonas tropicales.,0
El fisonomo analizó los rasgos de los participantes.,0
Pactaron una atreguada momentánea.,0
Está en proceso de rehabilitación tras el accidente.,0
La forera publicó su opinión en el hilo.,0
La escuela tenía una letrina antigua en el patio.,0
El mantero ofrecía relojes en la plaza.,0
"El niño mostró ecolalia, repitiendo las últimas palabras.",0
